premise,hypothesis,label,idx
"Ruth se je vrnila od svojih bolezni in težav leta 1925, da je vodila ameriško ligo v domačih tekih s 47, 28 domačih tekem več kot kdorkoli drug.",Ruth je v življenju zadel 47 tekov.,not_entailment,83
"V torek, 7. oktobra 2003, je bil Arnold Schwarzenegger izvoljen za guvernerja Kalifornije.",Arnold Schwarzenegger je bil izvoljen za guvernerja Kalifornije.,entailment,84
Patricia Amy Messier in Eugene W. Weaver sta se poročila 28. maja v rimskokatoliški cerkvi St. Clare v North Palm Beachu.,Eugene W. Weaver je mož Patricie Amy.,entailment,85
"28. aprila 1945 so na milanskem trgu Piazzale Loreto Benito Mussolinija in njegovo ljubico Claro Petacci ustrelili in obesili v spektaklu, ki je bil večkrat fotografiran.",Mussolinijeva ljubica je bila Clara Petacci.,entailment,86
"Dvanajst Jupitrovih lun je sorazmerno majhnih in zdi se, da jih je bilo bolj verjetno ujetih, kot da bi nastali v orbiti okoli Jupitra.",Jupiter ima dvanajst lun.,not_entailment,87
"Zapatero je v štirih dneh obiskal naslednja mesta: Brazilijo, Sao Paulo, Buenos Aires in Santiago de Chile. Po uradnih virih so ti obiski zadnji del projekta, ki ga je začel na vrhu med EU in Latinsko Ameriko v Guadalajari v Mehiki in ga nadaljeval na iberoameriškem srečanju v Kostariki novembra.",Zapatero je sodeloval na iberoameriškem srečanju v Kostariki.,entailment,88
"Džakarta leži na nizki, ravni aluvialni ravnici z zgodovinsko obsežnimi močvirnatimi območji; deli mesta dlje v notranjost so nekoliko višji.","Deli Džakarte, ki so oddaljeni od obale, so na nekoliko višjih površinah.",entailment,89
"Denar, zbran od prodaje, bo šel v sklad Hepburnove družine.",Izkupiček gre Hepburnovi družini.,entailment,90
"Kot aktivni član narodne garde je bil poklican na službo leta 1941. Čeprav Kennon ni videl aktivnih bojev, se je domov iz druge svetovne vojne vrnil šele maja 1945.",Kennon ni sodeloval v drugi svetovni vojni.,not_entailment,91
"Atletska dvorana slavnih Auburn High School je nedavno predstavila svoj razred 2005, ki vključuje 10 članov.",Atletska dvorana slavnih Auburn High School šteje deset članov.,not_entailment,92
"MEXICO CITY (Reuters) - V Mehiki je izbruhnil še nikoli neviden prašičji grip, ki je ubil kar 60 ljudi in vzbudil strah, da se širi po Severni Ameriki. Svetovna zdravstvena organizacija je zaskrbljena zaradi 800 &quot;gripi podobnih&quot; primerov v Mehiki in tudi zaradi potrjenega izbruha novega seva prašičje gripe v ZDA. Pisalo je, da je v Mehiki umrlo približno 60 ljudi. Mehiška vlada je sporočila, da je potrdila, da je v osrednji Mehiki zaradi prašičje gripe umrlo najmanj 16 ljudi in da bi lahko umrlo še 45 smrtnih žrtev.",800 mehičanov je prizadela nova oblika prašičje gripe.,entailment,93
"Zdravniki, ki so Ayrtona Senno zdravili po nesreči med Veliko nagrado San Marina, so zanikali obtožbe, da je brazilski voznik umrl na progi Imola.","Ayrton Senna je imel nesrečo, ki je povzročila njegovo smrt, na Veliki nagradi San Marina.",entailment,94
"Dva turška inženirja in afganistanski prevajalec, ugrabljen decembra, sta bila v petek osvobojena.",prevajalec ugrabljen v Iraku,not_entailment,95
Uspešni tožniki so v primerih diskriminacije v Teksasu v 53% primerov izterjali kazensko škodo.,Pravni stroški izterjave kazenske odškodnine so odbitni poslovni stroški.,not_entailment,96
"Medtem ko mestni hoteli sredi nenadne upočasnitve poslovanja upravljavci zahtevajo znižanje plač in druge koncesije od sindikatov, ki zastopajo 27.500 zvonikov, gospodinj in natakarjev. Toda sindikati potegnejo črto med hotelske avle, od vrhunske Carlyle do bolj proračunsko naravnane Ramada Inn, češ da se jim zdaj ne zdi treba upogibati, ko operaterji znižujejo stopnje, da bi proste sobe zapolnili s turisti, izvršnimi direktorji in drugi popotniki. Prezgodaj je, da bi lahko presodili finančno zdravje industrije, je dejal Peter Ward, predsednik New York Hotel and Motel Trades Council, zavezništva hotelskih sindikatov.",Hotel New York Hotel and Motel Trades Council je zveza hotelskih sindikatov.,entailment,97
"Odkritje temelji na meritvah hitrosti vrtinca vročega plina, ki kroži okoli črne luknje.",Hubble odkrije črne luknje.,not_entailment,98
"Žalost, potem ko je umrl papež Janez Pavel II., Je postal kraj praznovanja, saj so se rimokatoliški verniki zbrali v središču Chicaga, da bi obeležili postavitev novega papeža Benedikta XVI.",Umrl je papež Janez Pavel II.,entailment,99
"Za kosilo sem šel v Cipriani. Dobra stvar pri Ciprianiju je, da je vse italijansko. Vsak posameznik je Italijan. Tudi ameriški sommelier je Italijan. Vsi govorijo italijansko. Dober občutek je. Menim, da je Cipriani ena najbolj izpopolnjenih storitev, ki sem jih kdaj imel v restavraciji. Za kosilo sem imel špagete a la chitarra z omako Amatriciana. Imel sem goveji vinski kamen. Imel sem ocvrto morsko hrano, mešano. Imel sem tudi sveže testenine z račjo ragú. Bilo je izjemno. Potem sem dobil krožnik parmezana z zelenimi olivami in celo pečeno branzino. Bil sem jaz in druga oseba. Imeli smo več kozarcev vina. Sladice nismo dobili; imeli smo kozarec preveč vina, zato smo bili zelo siti. Tam smo ostali približno eno uro, ko smo dokončali vino, ker je moj prijatelj naročil steklenico.",Amatriciana je omaka.,entailment,100
"Dama na šolski večerji terja odškodnino od najstnice, ki jo je hudo poškodovala med igranjem oznake s prijateljem. Če bo uspešna, bodo učenci lahko pravno odgovorni za hudodušno vedenje, ki ima za posledico nesreče. 42-letna Michelle Orchard od Sebastiana Leeja, ki je trčil nanjo med odmorom za kosilo v šoli Corfe Hills, Corfe Mullen, Dorset, januarja 2004, Sebastian s prijateljem išče odškodnino na stotine tisoč funtov. zasledovanje, ji padel nazaj, jo udaril v obraz s hrbtom glave, so včeraj zaslišali višji sodniki pritožbenega sodišča. Gospi Orchard je bil zlomljen nos in zobje. Njeni odvetniki trdijo, da je tudi ona resno poškodovala možgane, kar je povzročilo delno paralizo in težave z ravnotežjem. Po nesreči ni mogla delati.","Michelle Orchard od Sebastiana Leeja terja stotisoče funtov, ker si želi novega nosu.",not_entailment,101
"Nagin je zagovarjal svoj načrt, da v mesto v tednu in pol vrne do 180.000 ljudi, kljub zaskrbljenosti zaradi pomanjkanja pitne vode in močno onesnaženih poplavnih voda.","Ta teden naj bi se v New Orleans vrnilo na tisoče ljudi, saj so območja mesta odprta za prebivalce.",not_entailment,102
"Odkritje telesa bojevnika, ki je umrlo v bitki pred več kot 2000 leti, bi lahko pomagalo arheologom, da natančno določijo mesto starodavnega svetega mesta. Mladi bojevnik, star približno 30 let, je s kopjem, mečem, pasom in nožnicami osupnil arheologe, ki so našli njegovo kamnito krsto.",Altajska ledena deklica sproži velik spor.,not_entailment,103
Toshiba je izdelala gorivno celico brez gibljivih delov.,Toshiba nima gibljivih delov.,not_entailment,104
"Britanski tabloidi so Nicholasa Leesona predstavili kot hudobca iz delavskega razreda, ki je samostojno podrl Barings PLC, 233-letno trgovsko banko v Londonu, ki je pomagala financirati napoleonske vojne.",Barings je bila najstarejša britanska trgovska banka.,not_entailment,105
"Članek omenja tudi večjo razširjenost debelosti med dvema manjšinskim populacijama, Afroameričani in Latinoamerikanci, vendar v svoji analizi povečanja debelosti ne upošteva povečanja teh populacij kot deleža prebivalstva Združenih držav. Afroameričani in Latinoameričani imajo višjo stopnjo debelosti kot belci, medtem ko imajo Američani azijske razmeroma nizko stopnjo debelosti. Kljub temu, da predstavljajo le tretjino prebivalstva ZDA, predstavljajo Afroameričani in Latinoameričani približno polovico rasti prebivalstva.",Afroameričani so v ZDA manjšina,entailment,106
"Tyson, ki je v devetdesetih letih tri leta odslužil zapor zaradi posilstva in je med bojem leta 1997 odgrizel del ušesa Evanderju Holyfieldu, še vedno misli, da je lahko znova prvak v težki kategoriji.",Mike Tyson je leta 1990 ugriznil Holyfielda za uho.,not_entailment,107
"Univerza se je tudi opravičila za incident, rekoč: &quot;[zelo] nam je žal, da se je incident zgodil in da bo oseba obravnavana v skladu z zakonom. Univerza je prostor za razprave, razprave in premišljene argumente, ne za metanje čevljev.&quot; . Po navedbah oblasti premierja nikoli ni resnično ogrožal. Moški bo pred sodnika stopil 10. februarja.",Moški je premierju vrgel čevelj.,entailment,108
"Devet mesecev kasneje John Glenn postane prvi Američan, ki je obkrožil Zemljo.",John Glenn je bil prvi človek v orbiti.,not_entailment,109
"Policija pravi, da je bil oblečen v oranžni kombinezon, balačo in pištolo, ko je približno 15.15 iz Cherrywooda ukradel 6300 ameriških dolarjev. Zunaj banke, kjer je Leatham poskušal ugrabiti avto, je s pištolo zagrozil starcu in na koncu ukradel črno Mitsubishi Mirage. Avto so kasneje našli zapuščenega v bližini Fairmont Terrace na območju Glenn Terrace ali Ridge Street.",Otroci na Novi Zelandiji so prisiljeni nositi oranžne kombinezone.,not_entailment,110
"Še leta 1799 so bili duhovniki še vedno zaprti ali izgnani v kazenske kolonije, preganjanje pa se je še poslabšalo, potem ko je francoska vojska pod vodstvom generala Louisa Alexandreja Berthierja zajela Rim in zaprla papeža Pija VI., Ki bo avgusta umrl v ujetništvu v mestu Valence v državi Drôme v Franciji. iz leta 1799.",Alexandre Berthier je umrl leta 1799.,not_entailment,111
"10-članska ekipa naj bi prispela ob vznožju gore konec aprila, pot do 8.586-metrskega vrha pa je začela v začetku maja.",Kanchenjunga je visoka 8586 metrov.,not_entailment,112
"ISLAMABAD, Pakistan (CNN) - Talibanski militanti so ta teden najgloblje vdrli v Pakistan in prevzeli nadzor nad območji, ki so od glavnega mesta oddaljena le kratko vožnjo. Pakistanski vladni uradnik je dejal, da so se militanti v petek popolnoma umaknili iz okrožja Buner, čeprav drugi uradniki dvomijo v obseg izvlečenja in kako dolgo bo trajal. Buner je od Islamabada oddaljen le 60 milj. Položaj je še posebej zaskrbljujoč, ker je Pakistan jedrsko oborožena država. Po navedbah Mednarodne agencije za jedrsko energijo (IAEA) naj bi imela islamska republika med 30 in 40 jedrskih konic.",Pakistanski jedrski arzenal povzroča zaskrbljenost.,entailment,113
"Petek, 25. marca 2005, se je oče Terri Schiavo v zadnjem trenutku pozval, naj mu v petek ponovno vstavijo hranljivo cev. &quot;Terri slabi. Do zadnjih ur je ostala,&quot; je dejal Bob Schindler, Schiavov oče. &quot;Nekaj je treba storiti in to hitro.&quot; Bob Schindler in njegova žena Mary sta v petek vložila nujno pritožbo, naj njuni 41-letni hčerki ponovno vstavijo hranilno cev. Prej v petek je ameriški okrožni sodnik James Whittemore zavrnil prejšnjo pritožbo družine. V sredo je podobno prošnjo zavrnil. Nova pritožba bo vložena na 11. pritožbenem sodišču v Atlanti, čeprav je to sodišče že dvakrat zavrnilo pritožbo družine. Cev je bila odstranjena v petek, 18. marca 2005.",Bob Schindler se je poročil z Marijo.,entailment,114
"Po Katrini 95% proizvodnje nafte v Mehiškem zalivu zdaj ne obratuje, skupaj z več kot 83% proizvodnje zemeljskega plina.","Cene surove nafte so dosegle svež vrh, saj naraščajo strahovi glede obsega škode, ki jo je povzročil orkan Katrina, za proizvodnjo nafte v Mehiškem zalivu.",not_entailment,115
"Toshiba, tretja največja proizvajalka prenosnih računalnikov na svetu za družbama Dell Inc. in Hewlett-Packard Co., je dejala, da bo osebni računalnik na Japonskem predstavljen v začetku leta 2006.",Toshiba je hčerinsko podjetje družbe Dell Inc.,not_entailment,116
"Hecking je prijavil, da je njegova žena pogrešana 19. julija, v ponedeljek.",Mark Hacking je bil v ponedeljek rezerviran v zaporu okrožja Salt Lake.,not_entailment,117
"Britanska planinka Alison Hargreaves postane prva ženska, ki se je na Mount Everest povzpela sama in brez rezervoarjev za kisik.",Ženski uspe samostojno preplezati Everest.,entailment,118
"29. junija je nizozemska desničarska koalicijska vlada propadla. Sestavljali so ga krščanski demokrati (CDA), ki jih je vodil premier Jan Peter Balkenende, desničarska liberalna stranka (VVD) in tako imenovani &quot;levo-liberalni&quot; D66.",Tri stranke tvorijo nizozemsko koalicijsko vlado.,entailment,119
"Indijanci Kinston so baseball moštvo manjše lige v Kinstonu v Severni Karolini. Ekipa, podružnica Cleveland Indijancev razreda A, igra v ligi Carolina.",Indijanci Kinston sodelujejo v ligi Karolina.,entailment,120
"21-letna Molly Walsh, študentka univerze George Washington, ki je nakupovala v lekarni CVS v Washingtonu, je dejala, da doma ne namerava metati nobenega zdravila, ki ga je kupila, da bi prihranila denar. Prav tako ni nameravala nehati kupovati generične izdelke.",Molly Walsh namerava prenehati kupovati generične izdelke.,not_entailment,121
Na novo predlagana razdalja je za Uran 2.870.972.200 kilometrov od sonca veliko bližje od sedanjih položajev in za Neptun 4.498.252.900 kilometrov.,Luna Titan ima premer 5100 kilometrov.,not_entailment,122
"Britanski premier Tony Blair je dejal, da bi današnji dogodki lahko &quot;zgodovino naredili na novo&quot; in &quot;ušli težkim zgodovinskim verigam&quot;. Blair je dejal: &quot;Ozri se nazaj in med ljudmi teh otokov vidimo stoletja, ki so jih zaznamovali konflikti, stiske in celo sovraštvo.&quot; Blairov predhodnik, sir John Major, je dejal: &quot;Pogled ljudi, ki so bili nekoč popolnoma nasprotniki, ki so sedeli, da bi načrtovali prihodnost Severne Irske, je zelo privlačen,&quot; in dodal: &quot;Že od samega začetka sem vedno verjel, da je to mogoče, težko in da bi trajalo dolgo. &quot;",Blair pripada angleški cerkvi.,not_entailment,123
"Ker tudi na otoku ni vodnjakov, je treba vodo pridobivati iz dežja, ki ga skrbno zbiramo v betonskih cisternah.",Otok dobi vodo iz zbranega dežja.,entailment,124
"Jacques Santer je nasledil Jacquesa Delorsja na položaju predsednika Evropske komisije leta 1995, drugega Luksemburžana na tej visoki funkciji.",Jacques Delors je nasledil Jacquesa Santerja v predsedstvu Evropske komisije.,not_entailment,125
"Primer industrijskega vohunjenja, ki je vključeval GM in VW, se je začel, ko je VW za direktorja proizvodnje najel Jos Ignacia Lopeza, zaposlenega v hčerinski družbi GM Adam Adam Opel.","Bil je primer industrijskega vohunjenja, v katerega sta bila vključena GM in VW.",entailment,126
"Švicarska policija je v četrtek potrdila, da je bil vodja kulta Luc Jouret med mrtvimi, ki so jih našli v brunarici Reda sončnega templja v alpski vasici Granges-sur-Salvan.",Luc Jouret je bil vodja reda sončnega templja.,not_entailment,127
"Družba, katere registrirani revizorja sta Deloitte in Touche, je podjetjem Ernst in Young naročila, naj temeljito pregledajo računovodske izkaze Eurest Support Services, hčerinske družbe, ki hrani mirovnike ZN v vsaj osmih državah.",Eurest Support Services je hčerinsko podjetje Ernst and Young.,not_entailment,128
"Trije protestniki proti olimpijskim igram, ki so se predstavljali kot služba za dostavo cvetja, so včeraj popoldne hitro opustošili Britansko Kolumbijo, kanadskega premierja Gordona Campbella v središču Vancouvra v pisarni Britanske Kolumbije, razbili okna in metali slike, pisarniške dokumente in razne druge predmete. Po ulovu osumljencev so rekli, da so razburjeni zaradi Campbellove podpore zimskim olimpijskim igram 2010 v Vancouvru v Britanski Kolumbiji. Trdili so tudi, da delajo za &quot;Odbor za boj proti revščini&quot;. Zdaj jih čaka obtožba za premoženjsko škodo in grožnje med incidentom ali po njem. Policija jih identificira le kot 23-letnega moškega, 29-letnega moškega in 17-letno žensko. 23-letnika čaka tretja obtožba za napad z vdorom.",Vancouver se nahaja v Kanadi.,entailment,129
